ENSG	GeneName	chr	GeneStart	GeneEnd	NCBI	HGNC	partition	omim
ENSG00000184995	IFNE	9	21480839	21482313	338376	HGNC:18163	9	
ENSG00000186439	TRDN	6	123216339	123637189	10345	HGNC:12261	6	mmdg
ENSG00000158571	PFKFB1	X	54932961	54998534	5207	HGNC:8872	5	
ENSG00000131373	HACL1	3	15560699	15601852	26061	HGNC:17856	4	
ENSG00000257108	NHLRC4	16	567005	569495	283948	HGNC:26700	7	
ENSG00000184530	C6orf58	6	127519455	127591820	352999	HGNC:20960	4	
ENSG00000168273	UQCC5	3	52534013	52579237	440957	HGNC:37257	4	
ENSG00000140961	OSGIN1	16	83931311	83966332	29948	HGNC:30093	8	
ENSG00000198723	SAXO5	19	7492976	7508450	374877	HGNC:24745	10	
ENSG00000139132	FGD4	12	32399558	32646050	121512	HGNC:19125	2	mmdg
ENSG00000233803	TSPY4	Y	9337464	9340284	728395	HGNC:37287	4	
ENSG00000109079	TNFAIP1	17	28335602	28347009	7126	HGNC:11894	5	
ENSG00000197747	S100A10	1	151982915	151993859	6281	HGNC:10487	6	
ENSG00000175756	AURKAIP1	1	1373730	1375207	54998	HGNC:24114	3	
ENSG00000158717	RNF166	16	88696499	88706408	115992	HGNC:28856	9	
ENSG00000182783	OR2T29	1	248556912	248562772	343563	HGNC:31253	10	
ENSG00000137601	NEK1	4	169369704	169612632	4750	HGNC:7744	2	cmdg, mmdg
ENSG00000105971	CAV2	7	116287380	116508541	858	HGNC:1528	2	
ENSG00000185420	SMYD3	1	245749342	246507312	64754	HGNC:15513	8	
ENSG00000185860	CCDC190	1	162824458	162868761	339512	HGNC:28736	9	
ENSG00000182902	SLC25A18	22	17563450	17590995	83733	HGNC:10988	5	
ENSG00000184814	PRR23B	3	139019031	139020926	389151	HGNC:33764	6	
ENSG00000272514	CFAP206	6	87407972	87464465	154313	HGNC:21405	7	
ENSG00000196184	OR10J1	1	159437845	159443078	26476	HGNC:8175	2	
ENSG00000168779	SHOX2	3	158095905	158106420	6474	HGNC:10854	6	
ENSG00000106052	TAX1BP1	7	27739331	27844564	8887	HGNC:11575	9	
ENSG00000183783	KCTD8	4	44173903	44448809	386617	HGNC:22394	3	
ENSG00000145826	LECT2	5	135922279	135954983	3950	HGNC:6550	7	
ENSG00000136834	OR1J1	9	122476958	122477926	347168	HGNC:8208	5	
ENSG00000127526	SLC35E1	19	16549831	16572415	79939	HGNC:20803	10	
ENSG00000153266	FEZF2	3	62369681	62374324	55079	HGNC:13506	6	
ENSG00000125821	DTD1	20	18587942	18766644	92675	HGNC:16219	7	
ENSG00000142959	BEST4	1	44783585	44788170	266675	HGNC:17106	8	
ENSG00000167173	C15orf39	15	75195643	75212169	56905	HGNC:24497	5	
ENSG00000125675	GRIA3	X	123184153	123490915	2892	HGNC:4573	4	mmdg
ENSG00000124532	MRS2	6	24402908	24426194	57380	HGNC:13785	7	
ENSG00000164129	NPY5R	4	163343892	163351934	4889	HGNC:7958	6	
ENSG00000177599	ZNF491	19	11797667	11809622	126069	HGNC:23706	8	
ENSG00000053918	KCNQ1	11	2444654	2849105	3784	HGNC:6294	5	cmdg, mmdg
ENSG00000104327	CALB1	8	90058608	90095475	793	HGNC:1434	4	
ENSG00000152642	GPD1L	3	32105689	32168709	23171	HGNC:28956	7	mmdg
ENSG00000166848	TERF2IP	16	75647773	75761872	54386	HGNC:19246	5	
ENSG00000110047	EHD1	11	64851642	64888296	10938	HGNC:3242	8	
ENSG00000151849	CENPJ	13	24882279	24922889	55835	HGNC:17272	1	mmdg
ENSG00000162636	EEIG2	1	108560089	108644900	284611	HGNC:27637	2	
ENSG00000140740	UQCRC2	16	21953288	21983660	7385	HGNC:12586	4	mmdg
ENSG00000122035	RASL11A	13	27270830	27275192	387496	HGNC:23802	2	
ENSG00000111704	NANOG	12	7787794	7799146	79923	HGNC:20857	2	
ENSG00000157593	SLC35B2	6	44254096	44257890	347734	HGNC:16872	2	mmdg
ENSG00000001561	ENPP4	6	46129989	46146688	22875	HGNC:3359	6	
ENSG00000273079	GRIN2B	12	13437942	13982002	2904	HGNC:4586	1	mmdg
ENSG00000138660	AP1AR	4	112231740	112273110	55435	HGNC:28808	7	
ENSG00000253910	PCDHGB2	5	141359994	141512975	56103	HGNC:8709	1	
ENSG00000122642	FKBP9	7	32957404	33006930	11328	HGNC:3725	5	
ENSG00000129204	USP6	17	5116032	5175034	9098	HGNC:12629	7	
ENSG00000278870	OR51G1	11	4923374	4924339	79324	HGNC:14738	2	
ENSG00000164107	HAND2	4	173524969	173530229	9464	HGNC:4808	3	
ENSG00000125652	ALKBH7	19	6372794	6375250	84266	HGNC:21306	8	
ENSG00000085224	ATRX	X	77504880	77786233	546	HGNC:886	7	mmdg, non_mdg
ENSG00000234465	PINLYP	19	43575801	43583964	390940	HGNC:44206	1	
ENSG00000122565	CBX3	7	26201162	26213607	11335	HGNC:1553	8	
ENSG00000187742	SECISBP2	9	89318500	89359663	79048	HGNC:30972	8	mmdg
ENSG00000158480	SPATA2	20	49903391	49915529	9825	HGNC:14681	1	
ENSG00000170667	RASA4B	7	102479976	102517777	100271927	HGNC:35202	6	
ENSG00000165887	ANKRD2	10	97572499	97583884	26287	HGNC:495	2	
ENSG00000129048	ACKR4	3	132597270	132618967	51554	HGNC:1611	1	
ENSG00000104055	TGM5	15	43232590	43266928	9333	HGNC:11781	7	mmdg
ENSG00000124535	WRNIP1	6	2765393	2786952	56897	HGNC:20876	3	
ENSG00000198670	LPA	6	160531482	160664275	4018	HGNC:6667	1	cmdg
ENSG00000124143	ARHGAP40	20	38601809	38651035	343578	HGNC:16226	2	
ENSG00000221946	FXYD7	19	35143250	35154302	53822	HGNC:4034	1	
ENSG00000100106	TRIOBP	22	37697048	37776556	11078	HGNC:17009	8	mmdg
ENSG00000113734	BNIP1	5	173144442	173164387	662	HGNC:1082	2	
ENSG00000172738	TMEM217	6	37212180	37258155	221468	HGNC:21238	5	
ENSG00000177370	TIMM22	17	997129	1003671	29928	HGNC:17317	8	mmdg
ENSG00000163626	COX18	4	73052362	73069755	285521	HGNC:26801	1	
ENSG00000152592	DMP1	4	87650280	87664361	1758	HGNC:2932	4	mmdg
ENSG00000149679	CABLES2	20	62388634	62407285	81928	HGNC:16143	1	
ENSG00000140488	CELF6	15	72284727	72320157	60677	HGNC:14059	3	
ENSG00000156574	NODAL	10	70431936	70447951	4838	HGNC:7865	1	mmdg
ENSG00000154822	PLCL2	3	16802651	17090604	23228	HGNC:9064	1	
ENSG00000135324	MRAP2	6	84033772	84090881	112609	HGNC:21232	9	cmdg
ENSG00000171960	PPIH	1	42658335	42676758	10465	HGNC:14651	3	
ENSG00000113161	HMGCR	5	75336329	75364001	3156	HGNC:5006	4	cmdg, mmdg
ENSG00000119707	RBM25	14	73058532	73123899	58517	HGNC:23244	5	
ENSG00000187268	FAM9C	X	13035617	13044682	171484	HGNC:18405	1	
ENSG00000237850	GOLGA6L24	15	28347851	28358084	645202	HGNC:55710	10	
ENSG00000140873	ADAMTS18	16	77247813	77435034	170692	HGNC:17110	5	mmdg
ENSG00000140474	ULK3	15	74836118	74843346	25989	HGNC:19703	9	
ENSG00000137054	POLR1E	9	37485948	37503697	64425	HGNC:17631	8	
ENSG00000033178	UBA6	4	67612652	67701155	55236	HGNC:25581	10	
ENSG00000273983	H3C8	6	26270918	26271413	8355	HGNC:4772	8	
ENSG00000181472	ZBTB2	6	151364115	151391559	57621	HGNC:20868	4	
ENSG00000011275	RNF216	7	5620047	5781696	54476	HGNC:21698	2	mmdg
ENSG00000100578	KIAA0586	14	58427385	58551297	9786	HGNC:19960	5	mmdg
ENSG00000163935	SFMBT1	3	52903572	53046750	51460	HGNC:20255	5	
ENSG00000170456	DENND5B	12	31382226	31591136	160518	HGNC:28338	10	
ENSG00000180532	ZSCAN4	19	57668935	57679152	201516	HGNC:23709	4	
ENSG00000215788	TNFRSF25	1	6460786	6466175	8718	HGNC:11910	10	
ENSG00000223609	HBD	11	5232678	5243657	3045	HGNC:4829	1	mmdg
ENSG00000151500	THYN1	11	134248279	134253370	29087	HGNC:29560	10	
ENSG00000147155	EBP	X	48521799	48528716	10682	HGNC:3133	4	mmdg
ENSG00000197299	BLM	15	90717346	90816166	641	HGNC:1058	9	mmdg
ENSG00000129003	VPS13C	15	61852389	62060473	54832	HGNC:23594	6	mmdg
ENSG00000162076	FLYWCH2	16	2883213	2899382	114984	HGNC:25178	1	
ENSG00000232629	HLA-DQB2	6	32756098	32763532	3120	HGNC:4945	9	
ENSG00000163736	PPBP	4	73986439	73988190	5473	HGNC:9240	9	
ENSG00000145808	ADAMTS19	5	129460281	129738683	171019	HGNC:17111	10	mmdg
ENSG00000100628	ASB2	14	93934166	93976739	51676	HGNC:16012	8	
ENSG00000172113	NME6	3	48290722	48301685	10201	HGNC:20567	8	
ENSG00000187446	CHP1	15	41230839	41281887	11261	HGNC:17433	1	mmdg
ENSG00000101294	HM13	20	31514428	31577923	81502	HGNC:16435	7	
ENSG00000159423	ALDH4A1	1	18871430	18902724	8659	HGNC:406	5	mmdg
ENSG00000185467	KPNA7	7	99173572	99250075	402569	HGNC:21839	1	mmdg
ENSG00000173039	RELA	11	65653599	65663090	5970	HGNC:9955	8	mmdg
ENSG00000163221	S100A12	1	153373711	153375621	6283	HGNC:10489	2	
ENSG00000143870	PDIA6	2	10783391	10837977	10130	HGNC:30168	10	
ENSG00000111886	GABRR2	6	89254464	89315299	2570	HGNC:4091	6	
ENSG00000279012	OR51B2	11	5323359	5324297	79345	HGNC:14703	6	
ENSG00000119953	SMNDC1	10	110290730	110304938	10285	HGNC:16900	4	
ENSG00000205328	OR6C65	12	55400529	55401467	403282	HGNC:31295	1	
ENSG00000166311	SMPD1	11	6390440	6394998	6609	HGNC:11120	3	mmdg
ENSG00000100220	RTCB	22	32387582	32412248	51493	HGNC:26935	5	
ENSG00000089335	ZNF302	19	34677639	34686397	55900	HGNC:13848	2	
ENSG00000160352	ZNF714	19	21082159	21125270	148206	HGNC:27124	9	
ENSG00000156097	GPR61	1	109539872	109548406	83873	HGNC:13300	1	
ENSG00000160396	HIPK4	19	40379271	40390181	147746	HGNC:19007	9	
ENSG00000064300	NGFR	17	49495293	49515008	4804	HGNC:7809	10	
ENSG00000146070	PLA2G7	6	46704201	46735693	7941	HGNC:9040	6	mmdg
ENSG00000172888	ZNF621	3	40524878	40574685	285268	HGNC:24787	5	
ENSG00000130023	ERMARD	6	169751622	169781600	55780	HGNC:21056	4	mmdg
ENSG00000137947	GTF2B	1	88852633	88891944	2959	HGNC:4648	9	
ENSG00000004142	POLDIP2	17	28346633	28357527	26073	HGNC:23781	6	
ENSG00000179059	ZFP42	4	187995771	188005046	132625	HGNC:30949	10	
ENSG00000174233	ADCY6	12	48766194	48789089	112	HGNC:237	2	mmdg
ENSG00000158195	WASF2	1	27404230	27490167	10163	HGNC:12733	1	
ENSG00000237621	OR9A1P	7	141887148	141888092		HGNC:8486	8	
ENSG00000144161	ZC3H8	2	112211529	112255136	84524	HGNC:30941	9	
ENSG00000133083	DCLK1	13	35768652	36131382	9201	HGNC:2700	2	
ENSG00000109321	AREG	4	74445136	74455005	374	HGNC:651	6	
ENSG00000156313	RPGR	X	38269163	38327544	6103	HGNC:10295	5	mmdg
ENSG00000125846	ZNF133	20	18288283	18316996	7692	HGNC:12917	3	
ENSG00000196860	TOMM20L	14	58395928	58408702	387990	HGNC:33752	4	
ENSG00000198171	DDRGK1	20	3190350	3204685	65992	HGNC:16110	5	mmdg
ENSG00000030419	IKZF2	2	212999691	213152427	22807	HGNC:13177	5	
ENSG00000198570	RD3	1	211476522	211492162	343035	HGNC:19689	3	mmdg
ENSG00000214700	C12orf71	12	27081057	27082578	728858	HGNC:34452	4	
ENSG00000104154	SLC30A4	15	45479606	45522755	7782	HGNC:11015	2	
ENSG00000130856	ZNF236	18	76822557	76972901	7776	HGNC:13028	10	
ENSG00000186577	SMIM29	6	34246381	34249108	221491	HGNC:1340	8	
ENSG00000121578	B4GALT4	3	119211732	119240946	8702	HGNC:927	1	
ENSG00000135469	COQ10A	12	56266890	56270966	93058	HGNC:26515	10	
ENSG00000253846	PCDHGA10	5	141412987	141512975	56106	HGNC:8697	1	
ENSG00000133597	ADCK2	7	140672945	140696261	90956	HGNC:19039	9	
ENSG00000184227	ACOT1	14	73537143	73543796	641371	HGNC:33128	10	
ENSG00000176919	C8G	9	136945185	136946975	733	HGNC:1354	3	
ENSG00000115956	PLEK	2	68365282	68397453	5341	HGNC:9070	2	
ENSG00000105675	ATP4A	19	35550031	35563658	495	HGNC:819	5	
ENSG00000087088	BAX	19	48954815	48961798	581	HGNC:959	10	non_mdg
ENSG00000148602	LRIT1	10	84231520	84241546	26103	HGNC:23404	2	
ENSG00000172209	GPR22	7	107470018	107475684	2845	HGNC:4477	2	
ENSG00000124875	CXCL6	4	73836640	73849064	6372	HGNC:10643	5	
ENSG00000150756	ATPSCKMT	5	10225507	10249897	134145	HGNC:27029	8	
ENSG00000175513	TSGA10IP	11	65945480	65959966	254187	HGNC:26555	9	
ENSG00000169247	SH3TC2	5	148923639	149063163	79628	HGNC:29427	10	mmdg
ENSG00000103254	ANTKMT	16	720581	722590	65990	HGNC:14152	9	
ENSG00000125170	DOK4	16	57471922	57487327	55715	HGNC:19868	4	
ENSG00000077044	DGKD	2	233354494	233472104	8527	HGNC:2851	6	
ENSG00000272325	NUDT3	6	34279679	34392669	11165	HGNC:8050	9	
ENSG00000185787	MORF4L1	15	78810487	78898139	10933	HGNC:16989	4	
ENSG00000163995	ABLIM2	4	7965310	8158832	84448	HGNC:19195	3	
ENSG00000167014	TERB2	15	44956687	44979229	145645	HGNC:28520	2	mmdg
ENSG00000100938	GMPR2	14	24232422	24239242	51292	HGNC:4377	6	
ENSG00000143627	PKLR	1	155289293	155301438	5313	HGNC:9020	2	cmdg, mmdg
ENSG00000259024	TVP23C-CDRT4	17	15436021	15563561	100533496	HGNC:42961	7	
ENSG00000113269	RNF130	5	179911651	180072113	55819	HGNC:18280	7	
ENSG00000065427	KARS1	16	75627474	75648643	3735	HGNC:6215	4	mmdg
ENSG00000181915	ADO	10	62804720	62808479	84890	HGNC:23506	9	
ENSG00000164024	METAP1	4	98995659	99062809	23173	HGNC:15789	6	
ENSG00000159166	LAD1	1	201380833	201399915	3898	HGNC:6472	8	
ENSG00000168394	TAP1	6	32845209	32853816	6890	HGNC:43	10	mmdg
ENSG00000132846	ZBED3	5	77072072	77087285	84327	HGNC:20711	1	
ENSG00000105926	PALS2	7	24573268	24694193	51678	HGNC:18167	3	
ENSG00000143185	XCL2	1	168540768	168543997	6846	HGNC:10646	5	
ENSG00000163686	ABHD6	3	58237532	58295693	57406	HGNC:21398	5	
ENSG00000169302	STK32A	5	147234963	147387855	202374	HGNC:28317	6	
ENSG00000180011	PTGR3	18	75195113	75209139	284273	HGNC:28697	7	
ENSG00000142528	ZNF473	19	50025714	50053414	25888	HGNC:23239	7	
ENSG00000090975	PITPNM2	12	122983480	123151090	57605	HGNC:21044	10	
ENSG00000204815	ODAD4	17	41930617	41966503	83538	HGNC:25280	5	mmdg
ENSG00000177693	OR4F4	15	101922042	101923113	124906935	HGNC:8301	9	
ENSG00000183814	LIN9	1	226231149	226309869	286826	HGNC:30830	5	
ENSG00000051341	POLQ	3	121431431	121545988	10721	HGNC:9186	6	
ENSG00000186523	FAM86B1	8	12182096	12194133	85002	HGNC:28268	1	
ENSG00000175520	UBQLN3	11	5507300	5509958	50613	HGNC:12510	3	
ENSG00000181374	CCL13	17	34356480	34358610	6357	HGNC:10611	6	
ENSG00000105376	ICAM5	19	10289952	10296778	7087	HGNC:5348	10	
ENSG00000156504	PABIR2	X	134769566	134797232	159090	HGNC:30490	6	
ENSG00000213760	ATP6V1G2	6	31544444	31548427	534	HGNC:862	7	
ENSG00000171311	EXOSC1	10	97435909	97446017	51013	HGNC:17286	9	mmdg
ENSG00000105193	RPS16	19	39433137	39435949	6217	HGNC:10396	9	
ENSG00000169375	SIN3A	15	75369379	75455842	25942	HGNC:19353	5	mmdg
ENSG00000182287	AP1S2	X	15825806	15854931	8905	HGNC:560	9	mmdg
ENSG00000175344	CHRNA7	15	31923438	32173018	1139	HGNC:1960	8	
ENSG00000177951	BET1L	11	167784	207399	51272	HGNC:19348	8	
ENSG00000151366	NDUFC2	11	78068297	78079862	4718	HGNC:7706	5	mmdg
ENSG00000172458	IL17D	13	20702127	20723098	53342	HGNC:5984	7	
ENSG00000198730	CTR9	11	10751246	10801625	9646	HGNC:16850	8	
ENSG00000063245	EPN1	19	55675226	55709858	29924	HGNC:21604	4	
ENSG00000101019	UQCC1	20	35302566	35412031	55245	HGNC:15891	7	
ENSG00000106460	TMEM106B	7	12211270	12243367	54664	HGNC:22407	8	mmdg
ENSG00000137070	IL11RA	9	34652162	34661902	3590	HGNC:5967	8	mmdg
ENSG00000078674	PCM1	8	17922842	18029948	5108	HGNC:8727	7	
ENSG00000134809	TIMM10	11	57528464	57530803	26519	HGNC:11814	10	
ENSG00000160293	VAV2	9	133761894	133992604	7410	HGNC:12658	3	
ENSG00000149657	LSM14B	20	62122461	62135374	149986	HGNC:15887	4	
ENSG00000274997	H2AC12	6	27147106	27147562	85235	HGNC:13671	3	
ENSG00000144407	PTH2R	2	208359714	208854503	5746	HGNC:9609	9	
ENSG00000101146	RAE1	20	57351223	57379211	8480	HGNC:9828	3	
ENSG00000110717	NDUFS8	11	68030617	68036644	4728	HGNC:7715	8	mmdg
ENSG00000204969	PCDHA2	5	140794852	141012347	56146	HGNC:8668	4	
ENSG00000167874	TMEM88	17	7855066	7856099	92162	HGNC:32371	1	
ENSG00000196383	OR4Q2	14	19999913	20004760		HGNC:15359	9	
ENSG00000168930	TRIM49	11	89797655	89808575	57093	HGNC:13431	7	
ENSG00000101337	TM9SF4	20	32109714	32167258	9777	HGNC:30797	8	
ENSG00000126262	FFAR2	19	35443907	35451767	2867	HGNC:4501	10	
ENSG00000149743	TRPT1	11	64223799	64226254	83707	HGNC:20316	9	
ENSG00000132872	SYT4	18	43267892	43277535	6860	HGNC:11512	9	
ENSG00000143801	PSEN2	1	226870184	226927726	5664	HGNC:9509	4	mmdg
ENSG00000177694	NAALADL2	3	174438573	175810548	254827	HGNC:23219	9	
ENSG00000166451	CENPN	16	81006552	81033114	55839	HGNC:30873	8	
ENSG00000275302	CCL4	17	36103827	36105621	6351	HGNC:10630	6	
ENSG00000104415	CCN4	8	133191039	133231690	8840	HGNC:12769	4	
ENSG00000135541	AHI1	6	135283407	135498434	54806	HGNC:21575	6	mmdg
ENSG00000123689	G0S2	1	209675412	209676390	50486	HGNC:30229	1	
ENSG00000130255	RPL36	19	5674947	5691875	25873	HGNC:13631	2	
ENSG00000089289	IGBP1	X	70133447	70166324	3476	HGNC:5461	9	mmdg
ENSG00000108666	C17orf75	17	32324565	32350023	64149	HGNC:30173	4	
ENSG00000183527	PSMG1	21	39174769	39183488	8624	HGNC:3043	9	
ENSG00000163900	TMEM41A	3	185476496	185499057	90407	HGNC:30544	9	
ENSG00000118046	STK11	19	1177558	1228431	6794	HGNC:11389	4	mmdg, non_mdg
ENSG00000146166	LGSN	6	63275951	63319983	51557	HGNC:21016	1	
ENSG00000081800	SLC13A1	7	123113531	123199972	6561	HGNC:10916	10	
ENSG00000109606	DHX15	4	24517441	24584554	1665	HGNC:2738	8	
ENSG00000107331	ABCA2	9	137007234	137028915	20	HGNC:32	3	mmdg
ENSG00000132164	SLC6A11	3	10816201	10940714	6538	HGNC:11044	1	
ENSG00000170315	UBB	17	16380798	16382745	7314	HGNC:12463	7	
ENSG00000126464	PRR12	19	49591182	49626439	57479	HGNC:29217	7	mmdg
ENSG00000176340	COX8A	11	63974620	63976543	1351	HGNC:2294	6	mmdg
ENSG00000134815	DHX34	19	47349315	47382704	9704	HGNC:16719	7	
ENSG00000105426	PTPRS	19	5158495	5340812	5802	HGNC:9681	7	
ENSG00000243910	TUBA4B	2	219253243	219272197	80086	HGNC:18637	5	
ENSG00000167658	EEF2	19	3976056	3985463	1938	HGNC:3214	3	mmdg
ENSG00000164118	CEP44	4	174283730	174333380	80817	HGNC:29356	5	
ENSG00000081853	PCDHGA2	5	141338760	141512975	56113	HGNC:8700	7	
ENSG00000065060	BLTP3A	6	34792083	34877514	54887	HGNC:21216	5	
ENSG00000165526	RPUSD4	11	126202096	126211692	84881	HGNC:25898	9	
ENSG00000182544	MFSD5	12	53251251	53254406	84975	HGNC:28156	7	
ENSG00000044446	PHKA2	X	18892298	18984114	5256	HGNC:8926	2	mmdg
ENSG00000213672	NCKIPSD	3	48673844	48686364	51517	HGNC:15486	1	
ENSG00000138629	UBL7	15	74445977	74461182	84993	HGNC:28221	1	
ENSG00000101076	HNF4A	20	44355699	44432845	3172	HGNC:5024	7	cmdg, mmdg
ENSG00000103852	TTC23	15	99136323	99251223	64927	HGNC:25730	7	
ENSG00000158859	ADAMTS4	1	161184302	161199054	9507	HGNC:220	8	
ENSG00000171497	PPID	4	158709127	158723396	5481	HGNC:9257	1	
ENSG00000170430	MGMT	10	129467190	129770983	4255	HGNC:7059	9	
ENSG00000159339	PADI4	1	17308195	17364004	23569	HGNC:18368	10	
ENSG00000187634	SAMD11	1	923923	944575	148398	HGNC:28706	4	
ENSG00000212916	MAP10	1	232805416	232809929	54627	HGNC:29265	3	
ENSG00000197106	SLC6A17	1	110150494	110202202	388662	HGNC:31399	6	mmdg
ENSG00000048991	R3HDM1	2	135531455	135725270	23518	HGNC:9757	3	
ENSG00000158402	CDC25C	5	138285269	138338355	995	HGNC:1727	9	
ENSG00000100206	DMC1	22	38518948	38570204	11144	HGNC:2927	4	
ENSG00000188167	TMPPE	3	33090421	33097146	643853	HGNC:33865	10	
ENSG00000152214	RIT2	18	42743227	43115691	6014	HGNC:10017	8	
ENSG00000188107	EYS	6	63719980	65707226	346007	HGNC:21555	7	mmdg
ENSG00000140323	DISP2	15	40358219	40378621	85455	HGNC:19712	6	
ENSG00000102921	N4BP1	16	48538726	48620148	9683	HGNC:29850	2	
ENSG00000204539	CDSN	6	31115087	31120446	1041	HGNC:1802	1	mmdg
ENSG00000231192	OR5H1	3	98130721	98138548	26341	HGNC:8346	2	
ENSG00000189157	FAM47E	4	76214040	76283783	100129583	HGNC:34343	1	
ENSG00000292343	AKAP17A	Y	1591604	1602520	8227	HGNC:18783	3	
ENSG00000009790	TRAF3IP3	1	209756032	209782320	80342	HGNC:30766	2	
ENSG00000125363	AMELX	X	11293413	11300761	265	HGNC:461	10	mmdg
ENSG00000187860	CCDC157	22	30356635	30378673	550631	HGNC:33854	6	
ENSG00000119537	KDSR	18	63327726	63367228	2531	HGNC:4021	7	mmdg
ENSG00000095485	CWF19L1	10	100232298	100267680	55280	HGNC:25613	9	mmdg
ENSG00000132436	FIGNL1	7	50444128	50450390	63979	HGNC:13286	2	
ENSG00000243789	JMJD7	15	41828092	41837581	100137047	HGNC:34397	8	
ENSG00000109667	SLC2A9	4	9771153	10054936	56606	HGNC:13446	5	cmdg, mmdg
ENSG00000154237	LRRK1	15	100919327	101078257	79705	HGNC:18608	8	mmdg
ENSG00000229833	PET100	19	7629788	7631956	100131801	HGNC:40038	1	mmdg
ENSG00000128322	IGLL1	22	23573125	23580302	3543	HGNC:5870	1	mmdg
ENSG00000163684	RPP14	3	58306245	58324695	11102	HGNC:30327	6	
ENSG00000114491	UMPS	3	124730433	124749273	7372	HGNC:12563	3	mmdg
ENSG00000197969	VPS13A	9	77177445	77421537	23230	HGNC:1908	2	mmdg
ENSG00000104953	TLE6	19	2977538	2995179	79816	HGNC:30788	6	mmdg
ENSG00000123728	RAP2C	X	132203024	132219480	57826	HGNC:21165	1	
ENSG00000172232	AZU1	19	825097	832018	566	HGNC:913	2	
ENSG00000154188	ANGPT1	8	107249482	107498055	284	HGNC:484	3	mmdg
ENSG00000203668	CHML	1	241628851	241640369	1122	HGNC:1941	4	
ENSG00000160867	FGFR4	5	177086905	177098144	2264	HGNC:3691	9	cmdg
ENSG00000204571	KRTAP5-11	11	71581855	71603353	440051	HGNC:23606	10	
ENSG00000070087	PFN2	3	149964904	150050788	5217	HGNC:8882	4	
ENSG00000165757	JCAD	10	30012803	30115494	57608	HGNC:29283	10	
ENSG00000141391	PRELID3A	18	12407896	12432238	10650	HGNC:24639	3	
ENSG00000184009	ACTG1	17	81509413	81523847	71	HGNC:144	5	mmdg
ENSG00000213015	ZNF580	19	55635016	55643470	51157	HGNC:29473	1	
ENSG00000133226	SRRM1	1	24631716	24673281	10250	HGNC:16638	7	
ENSG00000010379	SLC6A13	12	220621	262873	6540	HGNC:11046	6	
ENSG00000008128	CDK11A	1	1702379	1724357	728642	HGNC:1730	6	
ENSG00000251608	OR12D1	6	29414928	29418905	26530	HGNC:8177	3	
ENSG00000162775	RBM15	1	110338506	110346681	64783	HGNC:14959	2	
ENSG00000137818	RPLP1	15	69452814	69456205	6176	HGNC:10372	3	
ENSG00000153779	TGIF2LX	X	89921908	89922883	90316	HGNC:18570	4	
ENSG00000196083	IL1RAP	3	190514051	190659750	3556	HGNC:5995	7	
ENSG00000128849	CGNL1	15	57375967	57550717	84952	HGNC:25931	3	
ENSG00000012171	SEMA3B	3	50267558	50277546	7869	HGNC:10724	3	
ENSG00000136003	ISCU	12	108562582	108569368	23479	HGNC:29882	1	mmdg
ENSG00000196407	THEM5	1	151847101	151853712	284486	HGNC:26755	4	
ENSG00000076053	RBM7	11	114400030	114414203	10179	HGNC:9904	4	
ENSG00000120137	PANK3	5	168548495	168579368	79646	HGNC:19365	1	
ENSG00000179588	ZFPM1	16	88453280	88537031	161882	HGNC:19762	5	
ENSG00000182934	SRPRA	11	126262938	126269144	6734	HGNC:11307	1	
ENSG00000176302	FOXR1	11	118971712	118981287	283150	HGNC:29980	3	
ENSG00000169490	TM2D2	8	38988808	38996824	83877	HGNC:24127	7	
ENSG00000174903	RAB1B	11	66268590	66277492	81876	HGNC:18370	3	
ENSG00000188389	PDCD1	2	241849884	241858894	5133	HGNC:8760	10	cmdg
ENSG00000186970	KRTAP15-1	21	30440275	30440869	254950	HGNC:18927	9	
ENSG00000137198	GMPR	6	16238587	16295549	2766	HGNC:4376	10	
ENSG00000151033	LYZL2	10	30611779	30629762	119180	HGNC:29613	2	
ENSG00000273238	TMEM271	4	573880	576295	112441426	HGNC:53639	3	
ENSG00000148187	MRRF	9	122264603	122331337	92399	HGNC:7234	3	
ENSG00000159200	RCAN1	21	34513142	34615113	1827	HGNC:3040	5	
ENSG00000172465	TCEAL1	X	103628704	103630953	9338	HGNC:11616	10	mmdg
ENSG00000196419	XRCC6	22	41621163	41664048	2547	HGNC:4055	8	
ENSG00000196396	PTPN1	20	50510321	50585241	5770	HGNC:9642	8	cmdg
ENSG00000166884	OR4D6	11	59456961	59457905	219983	HGNC:15175	3	
ENSG00000179051	RCC2	1	17406760	17439677	55920	HGNC:30297	1	
ENSG00000171208	NETO2	16	47077703	47143945	81831	HGNC:14644	7	
ENSG00000092148	HECTD1	14	31100117	31207804	25831	HGNC:20157	9	
ENSG00000185101	ANO9	11	417933	442011	338440	HGNC:20679	2	
ENSG00000204634	TBC1D8	2	101007228	101252866	11138	HGNC:17791	2	
ENSG00000154678	PDE1C	7	31751179	32428131	5137	HGNC:8776	6	mmdg
ENSG00000242574	HLA-DMB	6	32934629	32941028	3109	HGNC:4935	1	
ENSG00000277758	SYT15B	10	47744717	47763592	102724488	HGNC:51487	6	
ENSG00000161981	SNRNP25	16	53828	57669	79622	HGNC:14161	10	
ENSG00000173210	ABLIM3	5	149141483	149260542	22885	HGNC:29132	8	
ENSG00000184672	RALYL	8	84182787	84921844	138046	HGNC:27036	5	
